0.0,1658019179382,3.9048991997464424
1.0,1658019180373,4.045585476325997
2.0,1658019181292,4.317626589066851
3.0,1658019182210,4.484099226125715
4.0,1658019183129,5.154403158970466
5.0,1658019184049,4.1452979134255985
6.0,1658019184974,3.7049092547122857
7.0,1658019185896,4.571553108567564
8.0,1658019186817,3.6736425877717243
9.0,1658019187743,5.127553544515751
10.0,1658019188670,5.025226869483176
11.0,1658019189591,4.001154604604158
12.0,1658019190516,4.362166929025946
13.0,1658019191444,3.766006344017932
14.0,1658019192368,3.771375484821771
15.0,1658019193289,3.9746462141849888
16.0,1658019194215,3.769569942281113
17.0,1658019195136,4.03969303964803
18.0,1658019196064,4.579233843654941
19.0,1658019196995,4.008132622994354
20.0,1658019197921,4.128409966530088
21.0,1658019198847,3.9838122895141574
22.0,1658019199772,4.486248082356878
23.0,1658019200697,4.028293082008182
24.0,1658019201624,4.541566729125379
25.0,1658019202549,3.951851687961546
26.0,1658019203476,4.4222919230048765
27.0,1658019204402,3.957198017116705
28.0,1658019205329,3.7919259630010282
29.0,1658019206253,4.119629119311046
30.0,1658019207180,4.122067651519044
31.0,1658019208109,3.7010374828451758
32.0,1658019209035,4.477228092557646
33.0,1658019209960,3.9862250747185874
34.0,1658019210887,4.30509433824257
35.0,1658019211814,4.094039720713333
36.0,1658019212743,5.114459547328109
37.0,1658019213678,4.793071009026344
38.0,1658019214607,4.417901654271948
39.0,1658019215535,3.4566468007820523
40.0,1658019216464,3.896882680765901
41.0,1658019217393,4.954758130571094
42.0,1658019218325,3.984029328122849
43.0,1658019219256,4.288465775592809
44.0,1658019220186,4.587405962035645
45.0,1658019221114,4.146903743787889
46.0,1658019222044,4.572222382676164
47.0,1658019222974,5.028068984704564
48.0,1658019223912,4.410994713264325
49.0,1658019224843,3.7227487403225665
50.0,1658019247339,3.44732284327383
51.0,1658019248272,3.330563703815948
52.0,1658019249201,4.354037384437177
53.0,1658019250135,4.129273771043697
54.0,1658019251063,3.8465588214654205
55.0,1658019251990,4.463766422231267
56.0,1658019252923,3.9550135448524246
57.0,1658019253859,4.864435444071673
58.0,1658019254799,4.843245151586697
59.0,1658019255727,3.7402197566832704
60.0,1658019256656,4.6403312210065435
61.0,1658019257584,4.131610640067099
62.0,1658019258513,4.2773248323363005
63.0,1658019259441,3.6616575796951456
64.0,1658019260370,3.904008333886783
65.0,1658019261308,3.743581334744374
66.0,1658019262237,3.6353415143222563
67.0,1658019263167,4.341165011324932
68.0,1658019264102,4.595257947987675
69.0,1658019265036,4.314744195507754
70.0,1658019265965,3.761376549999153
